bairro,tipo_imovel,area_construida,area_terreno,quartos,banheiros,preco
Parque dos Príncipes,Apartamento,101,0,3,2,640542
Vila Elvira,Casa,208,502,5,2,640838
Vila Zezinho,Casa,238,385,4,3,641956
Jardim Flórida,Casa,176,643,4,2,642032
Jardim Paraíba,Apartamento,116,0,3,3,642524
Jardim Nova Esperança,Casa,170,454,4,4,642972
Jardim Santa Maria,Casa,137,509,3,3,643031
Vila Zilda,Casa,265,478,5,2,644094
Parque Residencial Flamboyant,Casa,158,616,4,3,644478
Jardim Bela Vista,Casa,203,455,6,2,646146
Sunset Garden,Apartamento,143,0,3,2,646588
Residencial Terras de São José,Casa,84,299,4,3,647523
Sunset Garden,Terreno,0,468,0,0,647712
Jardim do Lago,Casa,97,285,2,1,647843
Jardim Paraíba,Casa,217,424,6,4,649200
Vila Branca,Apartamento,136,0,3,2,650012
Vila Elvira,Casa,279,1065,4,2,650124
Sunset Garden,Apartamento,68,0,2,2,650188
Condomínio Portal de Jacareí,Apartamento,77,0,2,1,650249
Sunset Garden,Apartamento,90,0,3,2,650592
Parque Imperial,Casa,143,550,5,2,650725
Vila Machado,Apartamento,152,0,3,2,651031
Jardim Primavera,Terreno,0,787,0,0,651203
Vila Nossa Senhora Aparecida,Apartamento,159,0,3,2,651772
Centro,Casa,111,200,4,2,652755
Condomínio Portal de Jacareí,Apartamento,99,0,3,2,653726
Vila Zilda,Casa,206,602,4,3,655115
Clube de Campo,Apartamento,96,0,3,2,655166
Jardim Paraíba,Apartamento,113,0,4,3,655400
Vila Garcia,Apartamento,176,0,4,4,656295
Jardim das Indústrias,Casa,198,429,4,3,656469
Vila São Jorge,Apartamento,122,0,4,2,656494
Residencial Terras de São José,Casa,86,213,4,2,658054
Parque Meia Lua,Casa,152,267,3,2,659362
Condomínio Portal de Jacareí,Apartamento,154,0,4,2,660074
Clube de Campo,Apartamento,83,0,2,2,660617
Jardim Califórnia,Casa,117,347,4,2,660654
Vila Formosa,Casa,197,571,5,3,661458
Vila São Jorge,Terreno,0,687,0,0,662199
Vila Elvira,Casa,254,695,5,2,662258
Vila Santa Isabel,Apartamento,179,0,3,2,662586
Centro,Apartamento,93,0,2,1,663555
Clube de Campo,Apartamento,145,0,5,3,663686
Vila Garcia,Casa,225,343,5,3,663690
Parque Imperial,Casa,167,318,5,4,663745
Vila Santa Isabel,Terreno,0,849,0,0,664427
Centro,Apartamento,114,0,4,4,664762
Parque dos Príncipes,Casa,140,297,3,2,665031
Jardim São José,Casa,146,352,3,2,665385
Jardim Califórnia,Apartamento,109,0,3,2,666404
Vila Machado,Terreno,0,682,0,0,667200
Parque dos Príncipes,Apartamento,95,0,4,2,668496
Vila Nossa Senhora Aparecida,Casa,156,371,4,2,668844
Residencial Terras de São José,Casa,89,301,3,2,669408
Parque Residencial Flamboyant,Apartamento,156,0,4,3,670051
Jardim do Lago,Apartamento,120,0,2,1,671328
Jardim São José,Casa,153,292,3,2,671343
Jardim São José,Casa,146,308,3,2,671712
Jardim das Indústrias,Casa,178,483,3,2,671761
Condomínio Portal de Jacareí,Casa,128,287,4,4,672228
Residencial Villa Lobos,Apartamento,136,0,4,2,672873
Vila Santa Isabel,Terreno,0,893,0,0,675108
Jardim das Oliveiras,Apartamento,161,0,5,3,675886
Vila Zezinho,Casa,183,456,4,4,676238
Centro,Apartamento,130,0,3,2,678762
Parque dos Príncipes,Apartamento,141,0,4,3,678999
Jardim das Indústrias,Casa,159,437,3,2,679002
Residencial Villa Lobos,Casa,158,475,3,3,679128
Jardim Bela Vista,Apartamento,162,0,4,2,679282
Vila Nossa Senhora Aparecida,Casa,161,381,3,3,680370
Chácaras Reunidas Igarapés,Casa,217,622,4,4,682409
Vila Garcia,Casa,195,376,4,4,682427
Vila Formosa,Apartamento,165,0,4,3,682539
Vila Zezinho,Apartamento,179,0,3,3,683207
Jardim Novo Horizonte,Casa,236,588,5,3,683524
Parque Meia Lua,Casa,146,514,3,3,683819
Vila Industrial,Apartamento,138,0,4,3,684148
Vila São Jorge,Casa,173,680,4,3,684477
Jardim do Lago,Apartamento,148,0,3,2,684514
Vila Garcia,Apartamento,170,0,4,4,684930
Vila Zezinho,Apartamento,180,0,3,2,686016
Residencial Terras de São José,Apartamento,73,0,2,1,686346
Vila Nossa Senhora Aparecida,Apartamento,173,0,3,2,686740
Jardim Panorama,Casa,164,634,5,3,687591
Jardim Santa Maria,Casa,149,355,4,2,688627
Jardim Novo Horizonte,Casa,226,863,4,3,689139
Vila Formosa,Casa,228,531,5,3,689681
Vila Branca,Apartamento,178,0,4,3,689803
Vila São Paulo,Casa,282,626,6,2,690190
Vila Branca,Casa,167,426,4,3,690754
Jardim Califórnia,Casa,166,395,4,3,690840
Vila Zezinho,Casa,161,587,4,3,690864
Jardim Santa Maria,Casa,166,287,3,3,691129
Vila Garcia,Casa,198,707,4,4,691594
Jardim do Lago,Apartamento,84,0,2,1,693214
Sunset Garden,Apartamento,74,0,2,2,693824
Vila Santa Isabel,Casa,290,531,4,4,693964
Jardim Paraíba,Apartamento,161,0,3,3,695359
Parque Meia Lua,Terreno,0,726,0,0,697940
Vila Santa Isabel,Casa,255,731,4,4,698220
Vila Garcia,Casa,249,476,5,3,699737
Vila São Jorge,Casa,183,484,4,3,700484
Vila São Jorge,Apartamento,136,0,3,2,700740
Jardim Flórida,Terreno,0,773,0,0,701072
Vila Santa Isabel,Casa,291,773,4,3,701722
Jardim Panorama,Casa,319,796,4,2,702631
Centro,Apartamento,140,0,4,3,703150
Jardim América,Terreno,0,534,0,0,704372
Vila Nossa Senhora Aparecida,Casa,147,480,4,4,704896
Jardim São José,Apartamento,162,0,4,2,705785
Cidade Salvador,Apartamento,138,0,4,2,705952
Parque dos Príncipes,Apartamento,93,0,4,3,706316
Condomínio Portal de Jacareí,Apartamento,129,0,4,4,706674
Jardim Primavera,Casa,148,550,4,3,706862
Vila Machado,Casa,143,436,4,3,707086
Vila São Paulo,Casa,241,752,5,3,707474
Vila Nossa Senhora Aparecida,Apartamento,167,0,3,3,709015
Jardim São José,Apartamento,129,0,3,2,709319
Vila Garcia,Apartamento,135,0,5,3,709728
Vila Zilda,Casa,238,664,5,4,710619
Jardim das Indústrias,Casa,205,771,4,4,711849
Sunset Garden,Casa,104,275,3,2,711854
Jardim Novo Horizonte,Casa,317,1187,4,2,713116
Vila Machado,Casa,143,480,3,2,713502
Jardim Alvorada,Casa,218,827,6,3,713788
Centro,Casa,115,453,3,3,714146
Residencial Terras de São José,Apartamento,112,0,3,2,715176
Jardim Santa Maria,Apartamento,140,0,3,2,715400
Residencial Villa Lobos,Apartamento,122,0,3,3,715822
Jardim Paraíba,Casa,153,282,3,2,716424
Jardim Alvorada,Terreno,0,982,0,0,718824
Chácaras Reunidas Igarapés,Casa,241,685,5,3,719489
Clube de Campo,Apartamento,122,0,5,3,719714
Parque Imperial,Apartamento,134,0,4,4,720786
Vila Zezinho,Apartamento,159,0,3,2,721351
Vila Branca,Casa,173,281,4,4,721741
Vila Branca,Apartamento,115,0,4,2,721809
Clube de Campo,Apartamento,94,0,3,2,722234
Centro,Apartamento,123,0,5,3,723086
Vila Branca,Casa,165,333,4,3,723234
Jardim das Oliveiras,Casa,158,402,4,4,724369
Vila Formosa,Casa,229,863,6,3,724371
Jardim das Indústrias,Apartamento,160,0,4,2,726000
Residencial Terras de São José,Casa,143,262,5,2,726150
Jardim Bela Vista,Apartamento,166,0,3,3,727727
Jardim das Indústrias,Casa,201,522,4,3,728403
Clube de Campo,Terreno,0,527,0,0,728630
Parque Residencial Flamboyant,Terreno,0,901,0,0,728728
Vila Santa Isabel,Casa,213,396,6,3,729351
Vila Garcia,Casa,154,554,4,2,730253
Vila Garcia,Casa,168,358,4,3,730430
Jardim Panorama,Casa,193,354,3,2,730720
Vila Industrial,Apartamento,148,0,5,2,730883
Residencial Villa Lobos,Apartamento,88,0,2,1,730945
Jardim Nova Esperança,Casa,281,986,4,4,731303
Jardim Bela Vista,Casa,198,310,4,2,731889
Jardim Paraíba,Casa,170,584,4,3,732682
Centro,Casa,143,476,4,3,733467
Vila Elvira,Casa,248,850,4,3,734275
Jardim América,Casa,192,510,3,2,734760
Cidade Salvador,Apartamento,127,0,3,3,736206
Vila Zilda,Casa,318,499,4,3,736388
Vila Industrial,Casa,258,605,4,4,736501
Jardim Alvorada,Apartamento,156,0,3,2,736569
Vila Machado,Casa,156,556,3,2,737881
Clube de Campo,Apartamento,95,0,4,4,738753
Vila Industrial,Casa,288,528,6,3,739200
Jardim Nova Esperança,Casa,191,719,4,3,739539
Condomínio Portal de Jacareí,Casa,147,268,4,4,743439
Jardim Flórida,Casa,232,487,5,4,743986
Vila Zezinho,Casa,194,424,4,3,744625
Jardim Santa Maria,Casa,140,254,4,3,745792
Cidade Salvador,Apartamento,142,0,4,4,746479
Parque Novo Mundo,Casa,169,637,3,3,746701
Jardim Panorama,Casa,306,809,5,3,746737
Vila São Jorge,Casa,178,534,3,2,746852
Residencial Villa Lobos,Casa,168,322,5,3,749268
Jardim Nova Esperança,Casa,209,793,4,4,749935
Centro,Casa,123,277,4,2,750935
Vila São Paulo,Casa,185,443,4,3,752298
Jardim São José,Casa,160,384,3,2,754436
Jardim Novo Horizonte,Casa,231,585,6,3,756255
Condomínio Portal de Jacareí,Casa,99,377,3,3,756847
Vila Garcia,Casa,217,777,6,2,757155
Jardim Panorama,Casa,189,502,4,2,757675
Jardim Santa Maria,Terreno,0,948,0,0,758400
Vila Machado,Casa,181,640,4,2,759297
Vila Branca,Casa,240,492,6,3,759409
Jardim Primavera,Casa,183,516,4,3,760123
Sunset Garden,Apartamento,127,0,3,2,761390
Vila Elvira,Casa,245,811,4,4,761412
Residencial Terras de São José,Apartamento,92,0,3,2,761760
Residencial Terras de São José,Apartamento,156,0,4,3,762372
Jardim Panorama,Apartamento,178,0,4,2,763050
Jardim do Lago,Casa,147,360,4,2,765194
Vila Zezinho,Apartamento,179,0,4,3,765404
Jardim do Lago,Apartamento,143,0,5,3,766601
Condomínio Portal de Jacareí,Casa,97,160,4,3,766777
Jardim Califórnia,Apartamento,116,0,3,3,767003
Chácaras Reunidas Igarapés,Casa,250,492,4,2,767041
Jardim das Indústrias,Apartamento,167,0,3,2,768659
Jardim São José,Terreno,0,711,0,0,768662
Clube de Campo,Casa,77,296,2,1,770456
Jardim Flórida,Casa,221,458,4,3,770517
Jardim do Lago,Apartamento,147,0,4,2,770779
Vila São Jorge,Casa,186,465,4,3,771462
Sunset Garden,Casa,131,217,3,2,771572
Jardim das Indústrias,Casa,224,648,5,4,772236
Cidade Salvador,Casa,139,441,4,2,772461
Jardim Bela Vista,Apartamento,172,0,4,3,773535
Vila Zilda,Casa,343,1112,5,2,773845
Clube de Campo,Apartamento,136,0,5,3,774479
Vila Machado,Apartamento,161,0,4,3,775070
Vila Santa Isabel,Casa,172,557,3,2,775711
Clube de Campo,Apartamento,153,0,4,2,775954
Jardim das Indústrias,Casa,239,484,4,2,776257
Jardim Santa Maria,Casa,214,725,5,4,776952
Vila Santa Isabel,Casa,297,477,5,3,777262
Jardim América,Apartamento,163,0,5,4,777542
Vila Elvira,Casa,250,937,6,3,778288
Jardim Bela Vista,Casa,250,516,6,4,781025
Vila Santa Isabel,Casa,192,745,4,3,781339
Vila Nossa Senhora Aparecida,Casa,178,644,4,4,783222
Jardim das Indústrias,Casa,250,617,6,3,784302
Jardim Califórnia,Casa,187,353,4,4,786451
Jardim Flórida,Terreno,0,830,0,0,787338
Vila São Jorge,Casa,193,382,3,2,788647
Vila Zezinho,Apartamento,168,0,4,3,789331
Vila Branca,Apartamento,170,0,5,3,791571
Vila Nossa Senhora Aparecida,Casa,214,448,6,3,794382
Parque Residencial Flamboyant,Casa,247,699,4,2,794796
Jardim Panorama,Casa,170,566,4,3,794966
Vila Santa Isabel,Apartamento,178,0,3,2,797564
Jardim Flórida,Casa,229,607,5,3,797831
Parque Residencial Flamboyant,Casa,227,762,5,4,797880
Centro,Casa,122,474,4,3,798722
Jardim das Indústrias,Casa,190,741,4,3,799211
Condomínio Portal de Jacareí,Casa,142,360,3,2,799254
Sunset Garden,Casa,86,219,4,4,799275
Clube de Campo,Apartamento,126,0,3,2,801901
Jardim Flórida,Casa,173,389,4,2,801980
Parque Residencial Flamboyant,Casa,186,505,3,3,802604
Vila Industrial,Casa,266,944,5,2,804510
Jardim Califórnia,Terreno,0,639,0,0,805523
Chácaras Reunidas Igarapés,Casa,214,646,4,3,805681
Vila Elvira,Casa,290,585,5,2,805719
Cidade Salvador,Casa,149,342,4,4,808155
Clube de Campo,Apartamento,107,0,3,2,808187
Jardim das Oliveiras,Casa,201,745,4,2,808208
Chácaras Reunidas Igarapés,Casa,234,616,4,2,808635
Jardim Primavera,Casa,231,480,6,2,809006
Chácaras Reunidas Igarapés,Casa,328,857,4,4,809417
Vila Formosa,Casa,201,696,6,3,809452
Jardim América,Apartamento,177,0,4,3,809721
Jardim do Lago,Casa,144,277,5,2,810913
Parque Meia Lua,Casa,232,394,5,2,810940
Jardim das Indústrias,Casa,172,622,4,4,811206
Parque Meia Lua,Casa,188,633,5,3,811903
Jardim Bela Vista,Apartamento,177,0,5,2,812111
Vila Formosa,Casa,237,746,5,3,813933
Cidade Salvador,Casa,218,547,5,3,813977
Parque Imperial,Casa,188,599,3,2,815325
Jardim Santa Maria,Casa,253,843,4,2,816143
Vila São Paulo,Casa,180,705,4,3,816851
Jardim São José,Casa,204,350,5,3,816887
Jardim do Lago,Apartamento,151,0,3,2,817030
Residencial Villa Lobos,Apartamento,103,0,2,1,817325
Parque Imperial,Casa,141,515,5,4,817489
Sunset Garden,Apartamento,128,0,5,3,818176
Vila Industrial,Apartamento,171,0,5,3,818474
Vila Branca,Apartamento,149,0,5,2,819008
Vila Zilda,Casa,267,1028,6,2,819738
Vila Santa Isabel,Casa,179,585,4,4,820188
Residencial Terras de São José,Casa,110,211,4,4,822024
Jardim Alvorada,Casa,215,663,5,3,822117
Parque Residencial Flamboyant,Casa,223,371,4,3,822424
Vila Zezinho,Casa,243,576,5,3,823190
Jardim Bela Vista,Apartamento,148,0,4,4,824774
Jardim Califórnia,Casa,233,698,4,2,827471
Vila Industrial,Casa,222,463,5,3,827546
Vila São Paulo,Casa,309,480,4,3,828956
Jardim Panorama,Casa,304,522,4,4,830722
Vila Garcia,Casa,206,559,5,2,830764
Vila Branca,Apartamento,149,0,4,3,830809
Jardim das Oliveiras,Casa,257,508,6,3,831795
Vila Elvira,Casa,261,672,5,3,831918
Jardim Panorama,Casa,244,570,4,2,832337
Jardim do Lago,Casa,123,464,4,4,833907
Vila Zezinho,Casa,277,1038,5,2,834559
Centro,Terreno,0,583,0,0,835876
Parque Residencial Flamboyant,Casa,335,517,4,3,836432
Jardim São José,Casa,254,771,4,3,836856
Jardim do Lago,Casa,97,270,3,3,840126
Vila Nossa Senhora Aparecida,Casa,260,500,5,2,840400
Jardim América,Casa,126,475,4,2,840656
Jardim Nova Esperança,Casa,325,555,4,4,840787
Jardim Novo Horizonte,Casa,242,491,4,3,840823
Residencial Terras de São José,Apartamento,111,0,3,2,841491
Parque Imperial,Apartamento,163,0,3,3,842351
Vila Industrial,Apartamento,163,0,4,3,843296
Vila Zezinho,Casa,208,488,5,4,844102
Jardim Flórida,Casa,181,671,4,3,844145
Parque Meia Lua,Casa,176,611,4,2,844146
Vila Garcia,Apartamento,167,0,5,2,844318
Jardim do Lago,Apartamento,176,0,4,3,844430
Jardim Flórida,Casa,329,734,4,3,845777
Parque Residencial Flamboyant,Casa,277,595,5,3,847780
Jardim Flórida,Casa,192,670,4,3,847920
Jardim das Indústrias,Casa,221,866,5,4,848035
Centro,Apartamento,149,0,3,2,848182
Jardim São José,Terreno,0,911,0,0,849006
Vila Nossa Senhora Aparecida,Apartamento,166,0,5,3,849654
Jardim Nova Esperança,Casa,327,887,5,3,850807
Sunset Garden,Casa,120,302,2,1,851968
Jardim das Oliveiras,Casa,179,412,4,2,852029
Jardim das Oliveiras,Apartamento,148,0,3,2,852598
Vila Zezinho,Casa,192,751,5,3,852987
Vila São Jorge,Casa,211,382,5,4,855474
Parque Imperial,Casa,255,500,6,3,856894
Jardim Novo Horizonte,Casa,303,885,5,3,857426
Parque Residencial Flamboyant,Casa,273,743,4,2,857591
Parque Residencial Flamboyant,Casa,326,749,5,4,858302
Jardim Panorama,Casa,316,530,5,4,860146
Jardim das Oliveiras,Casa,261,920,4,3,860564
Condomínio Portal de Jacareí,Casa,98,279,3,3,860854
Vila Nossa Senhora Aparecida,Casa,179,597,4,2,864737
Jardim Bela Vista,Casa,162,565,4,3,865536
Jardim Califórnia,Casa,198,575,4,4,865565
Vila Garcia,Apartamento,168,0,4,3,868509
Cidade Salvador,Casa,232,897,4,2,868614
Condomínio Portal de Jacareí,Apartamento,111,0,3,3,868808
Jardim América,Casa,160,522,3,2,868818
Vila São Jorge,Casa,156,502,5,3,869202
Jardim Novo Horizonte,Casa,313,1131,5,4,869547
Jardim das Indústrias,Casa,228,864,6,4,871425
Jardim Paraíba,Apartamento,146,0,4,2,872350
Vila Industrial,Casa,185,673,4,3,873233
Chácaras Reunidas Igarapés,Casa,294,604,4,3,873429
Jardim das Indústrias,Casa,306,621,4,2,874955
Vila Zilda,Casa,279,980,5,4,876140
Parque Imperial,Casa,185,623,4,4,876452
Clube de Campo,Apartamento,125,0,4,3,876525
Jardim América,Casa,185,594,5,4,877392
Vila Zilda,Casa,258,621,4,2,878020
Jardim Santa Maria,Casa,181,686,5,3,881594
Vila São Paulo,Casa,272,944,5,3,882264
Condomínio Portal de Jacareí,Apartamento,162,0,4,3,883224
Residencial Villa Lobos,Casa,124,478,4,4,883366
Clube de Campo,Apartamento,97,0,2,1,883606
Clube de Campo,Terreno,0,535,0,0,883980
Chácaras Reunidas Igarapés,Casa,217,590,4,3,885322
Sunset Garden,Apartamento,139,0,3,2,885819
Residencial Villa Lobos,Apartamento,104,0,3,2,885830
Vila Industrial,Casa,334,629,4,2,885860
Vila Branca,Casa,150,274,3,3,886428
Jardim Nova Esperança,Casa,229,673,4,2,888272
Jardim Alvorada,Apartamento,174,0,3,3,888931
Cidade Salvador,Casa,268,631,5,3,889630
Residencial Terras de São José,Apartamento,98,0,3,2,890085
Parque Imperial,Casa,159,255,4,3,891214
Sunset Garden,Casa,133,257,3,2,891664
Parque Meia Lua,Apartamento,162,0,4,2,891882
Sunset Garden,Apartamento,99,0,4,2,892267
Parque Meia Lua,Apartamento,163,0,4,3,896002
Jardim Primavera,Casa,174,503,4,3,896920
Cidade Salvador,Casa,208,597,4,3,897810
Vila Industrial,Casa,265,843,5,3,898662
Jardim Novo Horizonte,Casa,307,1127,5,3,899148
Vila São Paulo,Casa,251,481,5,2,900533
Jardim Califórnia,Terreno,0,923,0,0,900571
Jardim das Indústrias,Casa,276,659,6,4,901359
Residencial Terras de São José,Apartamento,99,0,3,2,902880
Condomínio Portal de Jacareí,Casa,155,581,4,3,903177
Jardim Bela Vista,Casa,220,505,4,4,903307
Vila Machado,Terreno,0,868,0,0,903848
Jardim Califórnia,Apartamento,165,0,3,2,905140
Jardim do Lago,Casa,144,483,3,3,905612
Vila Machado,Casa,172,412,3,3,908125
Residencial Terras de São José,Casa,172,322,4,2,908529
Jardim Alvorada,Casa,315,592,5,3,908652
Parque dos Príncipes,Terreno,0,795,0,0,909162
Jardim Paraíba,Casa,237,608,5,3,909936
Jardim Califórnia,Terreno,0,715,0,0,910767
Parque dos Príncipes,Casa,162,545,4,4,911275
Parque Meia Lua,Casa,250,815,6,3,911965
Parque Imperial,Terreno,0,715,0,0,913126
Vila Zilda,Casa,270,700,4,4,914725
Chácaras Reunidas Igarapés,Casa,342,587,6,4,917411
Parque dos Príncipes,Apartamento,175,0,3,2,917700
Jardim do Lago,Casa,150,353,4,4,917962
Chácaras Reunidas Igarapés,Casa,338,831,5,2,920436
Jardim Primavera,Apartamento,163,0,5,4,920583
Condomínio Portal de Jacareí,Casa,112,283,3,2,923905
Sunset Garden,Apartamento,101,0,3,2,925160
Residencial Villa Lobos,Apartamento,132,0,4,2,925478
Jardim Novo Horizonte,Casa,341,606,5,3,925962
Vila Machado,Apartamento,178,0,4,3,927077
Sunset Garden,Apartamento,156,0,3,2,927513
Jardim do Lago,Apartamento,114,0,3,2,928478
Jardim Primavera,Terreno,0,820,0,0,928568
Jardim Paraíba,Casa,316,543,4,3,930304
Vila Elvira,Casa,322,1171,4,4,930319
Jardim Novo Horizonte,Casa,260,811,4,3,930426
Residencial Terras de São José,Apartamento,147,0,4,4,930730
Vila Garcia,Apartamento,174,0,3,2,931178
Clube de Campo,Casa,135,535,4,2,932898
Jardim Santa Maria,Casa,208,615,4,3,933372
Vila Garcia,Casa,171,541,4,3,934801
Sunset Garden,Apartamento,152,0,5,3,935833
Sunset Garden,Casa,146,259,4,2,937286
Vila São Paulo,Casa,233,915,4,2,938021
Jardim Bela Vista,Casa,215,631,6,2,939898
Jardim Paraíba,Casa,186,556,3,2,941028
Jardim Nova Esperança,Casa,312,816,5,3,942866
Residencial Villa Lobos,Casa,113,294,3,2,944042
Vila Santa Isabel,Casa,308,873,4,3,944250
Jardim Flórida,Casa,220,392,5,3,946325
Jardim Bela Vista,Casa,186,447,3,2,947011
Jardim Bela Vista,Apartamento,164,0,3,2,948330
Jardim Flórida,Casa,249,740,4,3,948334
Parque Meia Lua,Casa,255,575,5,4,949084
Parque Meia Lua,Casa,281,672,4,3,951207
Vila Nossa Senhora Aparecida,Casa,337,881,4,3,951594
Jardim das Oliveiras,Terreno,0,946,0,0,951723
Clube de Campo,Apartamento,126,0,3,3,952087
Jardim Califórnia,Casa,234,885,6,4,953528
Residencial Terras de São José,Casa,138,478,4,4,953703
Parque Imperial,Casa,177,344,4,3,958133
Residencial Villa Lobos,Apartamento,173,0,5,3,959111
Jardim Califórnia,Casa,234,406,5,2,960315
Vila Elvira,Casa,288,751,6,4,960926
Vila Branca,Casa,231,441,4,3,961676
Vila São Paulo,Casa,294,559,6,2,962739
Jardim Novo Horizonte,Casa,302,616,4,3,963021
Centro,Apartamento,126,0,3,2,963270
Chácaras Reunidas Igarapés,Casa,294,1129,5,3,966271
Vila Branca,Apartamento,155,0,4,2,966564
Condomínio Portal de Jacareí,Casa,136,399,4,3,967252
Jardim América,Terreno,0,895,0,0,968524
Vila Formosa,Casa,345,880,4,4,968675
Jardim Santa Maria,Apartamento,153,0,5,3,968796
Parque Imperial,Casa,237,816,4,3,969860
Jardim Paraíba,Apartamento,150,0,4,2,972750
Centro,Casa,120,345,3,2,973106
Vila Nossa Senhora Aparecida,Casa,270,687,4,3,975612
Parque Imperial,Casa,167,475,3,2,976647
Residencial Villa Lobos,Casa,162,362,4,3,976782
Vila Machado,Casa,281,769,4,2,979074
Clube de Campo,Casa,175,423,5,4,979271
Parque Meia Lua,Casa,239,611,4,2,979626
Centro,Casa,197,315,4,2,980660
Centro,Apartamento,163,0,4,4,981260
Jardim Panorama,Casa,312,919,4,4,985091
Vila Nossa Senhora Aparecida,Casa,191,725,5,3,985624
Jardim Primavera,Casa,253,416,5,3,985675
Vila Branca,Casa,226,522,5,3,986374
Jardim do Lago,Casa,157,549,3,3,990052
Jardim das Oliveiras,Casa,156,603,3,3,990699
Vila Nossa Senhora Aparecida,Casa,243,875,5,2,991489
Parque dos Príncipes,Casa,213,393,4,3,992257
Clube de Campo,Terreno,0,696,0,0,993574
Sunset Garden,Apartamento,120,0,2,1,993600
Parque Imperial,Casa,213,818,4,3,996314
Jardim São José,Casa,278,976,5,2,997327
Vila Nossa Senhora Aparecida,Casa,245,908,6,3,998609
Vila São Jorge,Casa,271,495,5,3,1001993
Jardim do Lago,Casa,213,614,5,2,1004444
Jardim São José,Casa,287,742,5,4,1007016
Residencial Villa Lobos,Apartamento,131,0,3,3,1007232
Jardim Primavera,Terreno,0,912,0,0,1008489
Vila Branca,Apartamento,170,0,4,3,1010922
Chácaras Reunidas Igarapés,Casa,299,832,4,4,1011980
Vila Garcia,Casa,333,596,5,3,1014605
Jardim do Lago,Apartamento,124,0,4,4,1016955
Jardim do Lago,Apartamento,160,0,5,3,1018224
Centro,Apartamento,168,0,4,4,1018710
Parque dos Príncipes,Apartamento,142,0,4,3,1018821
Vila Industrial,Casa,285,443,4,3,1019329
Sunset Garden,Casa,188,684,3,2,1021504
Jardim América,Apartamento,157,0,5,3,1022815
Jardim América,Apartamento,140,0,3,3,1025247
Parque Meia Lua,Casa,240,867,5,3,1027586
Sunset Garden,Apartamento,144,0,5,2,1030348
Residencial Terras de São José,Apartamento,147,0,4,3,1031719
Vila Branca,Casa,227,359,4,3,1035563
Vila Zilda,Casa,233,916,4,3,1036150
Jardim América,Casa,178,502,3,2,1038081
Vila Zilda,Casa,262,883,6,4,1038581
Residencial Terras de São José,Casa,156,440,5,4,1040454
Sunset Garden,Casa,205,323,5,2,1040668
Vila São Paulo,Casa,299,1139,4,2,1041340
Jardim América,Casa,174,649,5,3,1044393
Vila Santa Isabel,Casa,296,803,4,4,1044729
Jardim do Lago,Casa,200,546,4,3,1045029
Condomínio Portal de Jacareí,Apartamento,161,0,4,3,1046322
Jardim Nova Esperança,Casa,249,475,4,2,1047038
Residencial Terras de São José,Apartamento,109,0,2,1,1047217
Vila Industrial,Casa,287,914,5,3,1047856
Vila Zilda,Casa,260,947,5,3,1051133
Vila São Paulo,Casa,333,795,4,3,1053283
Parque Residencial Flamboyant,Casa,345,557,4,3,1053342
Condomínio Portal de Jacareí,Casa,174,306,4,3,1054318
Vila Nossa Senhora Aparecida,Casa,278,612,4,3,1055148
Jardim das Indústrias,Casa,321,676,5,3,1057434
Jardim Bela Vista,Casa,321,599,5,4,1059595
Jardim das Oliveiras,Casa,224,801,5,3,1059896
Vila Zezinho,Casa,345,879,5,3,1063243
Jardim do Lago,Apartamento,122,0,4,3,1063303
Jardim Paraíba,Casa,255,925,5,3,1063845
Jardim América,Casa,162,554,4,3,1066243
Residencial Villa Lobos,Casa,149,386,4,4,1066436
Parque dos Príncipes,Casa,241,447,4,3,1067594
Vila Garcia,Casa,247,587,4,2,1069529
Jardim das Indústrias,Casa,230,685,5,3,1069635
Clube de Campo,Apartamento,131,0,4,3,1072307
Residencial Terras de São José,Apartamento,141,0,4,2,1073997
Vila São Paulo,Casa,253,670,4,4,1075506
Clube de Campo,Casa,167,405,5,3,1078296
Jardim Califórnia,Casa,183,533,4,3,1079436
Jardim Santa Maria,Casa,274,468,5,2,1079854
Centro,Apartamento,176,0,3,3,1080200
Jardim Nova Esperança,Casa,272,452,4,2,1080382
Parque dos Príncipes,Casa,240,488,4,4,1081632
Jardim Paraíba,Casa,307,851,4,4,1085437
Jardim do Lago,Terreno,0,858,0,0,1087643
Centro,Casa,219,473,5,3,1088807
Centro,Casa,197,573,4,2,1090737
Parque Imperial,Casa,169,481,5,3,1093134
Parque dos Príncipes,Apartamento,146,0,3,2,1093423
Parque Imperial,Terreno,0,982,0,0,1095322
Sunset Garden,Casa,162,591,3,3,1096636
Jardim das Indústrias,Casa,319,1073,5,3,1099614
Jardim Santa Maria,Casa,219,848,6,2,1100005
Parque dos Príncipes,Casa,183,484,4,2,1101084
Clube de Campo,Apartamento,116,0,3,2,1104151
Parque dos Príncipes,Casa,259,597,4,3,1105438
Residencial Villa Lobos,Casa,183,341,3,3,1106400
Residencial Villa Lobos,Terreno,0,998,0,0,1106582
Condomínio Portal de Jacareí,Apartamento,120,0,4,4,1106640
Vila Industrial,Casa,254,996,5,4,1107244
Sunset Garden,Apartamento,157,0,4,2,1107540
Vila Santa Isabel,Casa,308,680,5,2,1110373
Jardim Bela Vista,Casa,330,613,6,4,1115125
Jardim Califórnia,Casa,193,750,4,3,1115219
Jardim São José,Casa,292,1112,4,3,1117344
